user_id,age,city,total_income,rent_spending,food_spending,transport_spending,shopping_spending,entertainment_spending,current_savings,risk_profile,goal_amount,goal_months
1961,25,Da Nang,10600000,2574162,2573081,1223700,1246136,834166,2148752,Tăng trưởng,200000000,60
1962,26,Hai Phong,12100000,1987853,3637834,1458621,603119,1110562,3302008,Cân bằng,100000000,50
1963,27,Ho Chi Minh City,12300000,3390774,4088508,1178496,1555905,1189724,896590,An toàn,50000000,11
1964,19,Da Nang,6800000,1652998,2319300,697900,283404,327113,1519281,An toàn,200000000,24
1965,31,Hanoi,18000000,4550066,4586245,1515042,2238843,1941861,3167940,Tăng trưởng,150000000,51
1966,26,Can Tho,11200000,1993106,3750553,1316002,625771,598870,2915695,An toàn,100000000,51
1967,27,Hanoi,14100000,3815878,3530011,2002266,1475461,823749,2452632,Tăng trưởng,50000000,49
1968,26,Hanoi,12200000,3214213,3984144,960212,717736,718007,2605685,An toàn,100000000,37
1969,21,Can Tho,8600000,985245,3143500,908692,576897,506362,2479301,Cân bằng,150000000,44
1970,32,Hanoi,18800000,5287296,4942093,2479655,1680414,710436,3700103,Tăng trưởng,20000000,36
1971,30,Hai Phong,16300000,2218040,5013946,2579987,1002389,1012778,4472857,Cân bằng,300000000,14
1972,30,Can Tho,14600000,1528930,5012205,2143829,832052,1433621,3649360,An toàn,300000000,36
1973,18,Hai Phong,6000000,1126414,2405291,698562,941286,264359,564084,Cân bằng,300000000,7
1974,32,Can Tho,17600000,2226645,5359969,2965636,2572686,1967548,2507514,Tăng trưởng,150000000,58
1975,25,Hai Phong,11700000,1870624,3639712,1530502,1319443,911041,2428676,Tăng trưởng,200000000,24
1976,25,Can Tho,10700000,1490038,3903106,1221639,601848,972596,2510769,An toàn,100000000,28
1977,32,Can Tho,16500000,2628225,4797710,1766413,1379608,1874067,4053974,An toàn,100000000,19
1978,27,Hai Phong,13300000,2858568,4491011,1078328,2054338,1465823,1351929,Tăng trưởng,200000000,33
1979,24,Da Nang,10200000,2209680,3095844,892266,1123727,809173,2069306,Tăng trưởng,300000000,31
1980,25,Ho Chi Minh City,11800000,3564833,3370833,883613,465072,1063293,2452353,An toàn,100000000,35
1981,21,Da Nang,8700000,1325207,3163906,889408,1381102,595360,1345013,Cân bằng,50000000,46
1982,20,Hai Phong,7900000,1794894,2016070,919505,310410,377655,2481461,An toàn,200000000,19
1983,34,Hanoi,20700000,5647515,5777963,1848036,2136878,1631766,3657840,Tăng trưởng,20000000,53
1984,25,Hanoi,11200000,2714579,4015660,1389598,825542,1054548,1200070,Cân bằng,150000000,60
1985,26,Can Tho,13400000,2132608,3445913,1820814,2104402,938444,2957818,Cân bằng,100000000,51
1986,24,Da Nang,10900000,2103381,2968652,1499443,1265299,1289748,1773474,Cân bằng,50000000,40
1987,22,Hai Phong,9200000,2060016,3268702,959909,426104,636744,1848521,Tăng trưởng,200000000,47
1988,25,Hanoi,12300000,2680861,3673999,1522339,1462070,1083136,1877592,Cân bằng,200000000,39
1989,27,Da Nang,12400000,2690599,4054390,1712375,745201,539706,2657725,Cân bằng,150000000,7
1990,33,Hanoi,18200000,3734908,5832024,2025018,2153261,2132354,2322432,Tăng trưởng,100000000,57
1991,18,Ho Chi Minh City,6000000,1881704,1481184,666926,773398,214606,982178,An toàn,50000000,12
1992,22,Ho Chi Minh City,9500000,3289901,3103881,819889,587481,402268,1296577,Cân bằng,100000000,34
1993,26,Can Tho,12100000,1705344,3376480,1054328,2020770,866574,3076500,Tăng trưởng,150000000,45
1994,26,Da Nang,13200000,2151854,5207922,1787808,1617219,1609756,825437,Tăng trưởng,150000000,55
1995,21,Hai Phong,8800000,1378204,2895794,803981,1186236,509910,2025872,Cân bằng,300000000,41
1996,32,Hai Phong,19400000,3549943,6829641,2373858,2806958,2211520,1628078,An toàn,200000000,11
1997,35,Ho Chi Minh City,17500000,4497500,4658369,2389491,1738862,1874764,2341011,An toàn,20000000,30
1998,20,Can Tho,7400000,1376769,2902173,1087866,855953,406204,771033,Cân bằng,20000000,33
1999,21,Da Nang,8600000,1771818,3362263,1003496,714342,604496,1143581,An toàn,50000000,6
2000,32,Ho Chi Minh City,16100000,4981445,3583502,1624480,827807,559725,4523037,Cân bằng,100000000,9
2001,18,Can Tho,6000000,1132857,1747067,672219,864396,329923,1253536,An toàn,100000000,16
2002,19,Da Nang,6600000,1246887,2277173,728133,754867,306694,1286244,Tăng trưởng,200000000,21
2003,32,Hanoi,15400000,3372822,5998920,2071972,2153768,1802515,0,An toàn,200000000,39
2004,29,Da Nang,13100000,2899250,3235718,1984468,714535,1335128,2930898,An toàn,200000000,15
2005,25,Can Tho,12300000,2060126,4862749,1829491,1033813,704851,1808968,An toàn,20000000,9
2006,22,Hanoi,8900000,2159484,3265150,1172262,1213538,496688,592875,Cân bằng,300000000,44
2007,34,Hanoi,21100000,5451844,6054172,2122743,2935456,2163282,2372500,An toàn,100000000,12
2008,33,Hai Phong,18200000,2606011,6209719,2344245,2290249,984932,3764840,An toàn,200000000,55
2009,18,Can Tho,6000000,1116322,2207900,922519,505629,721033,526593,Tăng trưởng,50000000,15
2010,30,Hanoi,15900000,3447117,4713230,1342799,2245831,1537631,2613389,An toàn,50000000,42
2011,33,Da Nang,16000000,2589679,4208556,2037912,2214921,1057448,3891480,Tăng trưởng,50000000,17
2012,19,Hai Phong,6800000,1001336,2477076,873799,842707,349095,1255983,An toàn,20000000,19
2013,31,Hanoi,17800000,4517659,6028733,1902533,859349,757870,3733853,An toàn,50000000,43
2014,18,Can Tho,6000000,1075280,2362688,759343,872553,703861,226272,An toàn,150000000,37
2015,31,Ho Chi Minh City,15100000,4333963,4753944,1262468,1394837,767292,2587494,Tăng trưởng,300000000,11
2016,25,Ho Chi Minh City,11200000,3152402,3882293,1338937,1096609,657561,1072194,Cân bằng,20000000,11
2017,22,Ho Chi Minh City,9600000,3120819,3151304,1077985,680576,710430,858882,Tăng trưởng,150000000,25
2018,18,Can Tho,6000000,767582,1844735,744059,643374,660564,1339682,Tăng trưởng,300000000,26
2019,23,Da Nang,10800000,1917133,4403959,1313025,1096555,876997,1192328,Tăng trưởng,300000000,31
2020,24,Hai Phong,11600000,1907829,4686026,1841039,573796,959861,1631446,Tăng trưởng,20000000,24
2021,24,Hanoi,11300000,2918783,2584035,1078496,1144356,976351,2597977,Cân bằng,50000000,24
2022,34,Da Nang,19800000,4205803,5709027,2259977,1234234,1434687,4956269,Tăng trưởng,200000000,12
2023,26,Ho Chi Minh City,11500000,3289207,3399883,1320747,1131828,915436,1442895,An toàn,100000000,40
2024,19,Hai Phong,6800000,912245,1913341,616080,865890,502231,1990209,Tăng trưởng,200000000,22
2025,18,Ho Chi Minh City,6000000,1656714,1644996,706573,777131,588814,625768,An toàn,50000000,17
2026,25,Can Tho,12500000,1259224,4855978,2029011,809957,844975,2700853,Cân bằng,20000000,45
2027,27,Hanoi,13500000,3857644,4447881,1725434,534416,648855,2285767,An toàn,300000000,9
2028,35,Hai Phong,20300000,4483792,5901100,1591030,1059733,2076947,5187396,Cân bằng,100000000,24
2029,18,Ho Chi Minh City,6000000,1685878,2066552,699885,484735,425021,637926,Tăng trưởng,50000000,35
2030,24,Hai Phong,11500000,1527353,3323736,1013240,1491501,1078389,3065779,Tăng trưởng,50000000,33
2031,21,Da Nang,8600000,1731520,2262001,1149652,1294350,704738,1457736,Tăng trưởng,50000000,48
2032,27,Hanoi,12400000,3444129,3709240,1014569,807171,796137,2628751,Tăng trưởng,20000000,39
2033,19,Can Tho,6800000,1054955,2305809,974489,1068619,813079,583045,Cân bằng,300000000,12
2034,32,Ho Chi Minh City,17100000,5584398,5310215,2285618,1127643,1097749,1694374,Cân bằng,150000000,12
2035,26,Ho Chi Minh City,13300000,3812067,4509580,1366256,1499825,1346468,765800,Tăng trưởng,20000000,35
2036,34,Ho Chi Minh City,20700000,6761556,4222801,1926183,1143633,1731774,4914050,An toàn,20000000,45
2037,24,Da Nang,10500000,2002425,3444568,1518329,778962,963845,1791868,An toàn,100000000,42
2038,24,Can Tho,10900000,1882525,3845362,1550231,753694,1088323,1779862,An toàn,100000000,14
2039,19,Da Nang,6900000,1526721,1872859,976508,845842,483409,1194658,An toàn,100000000,6
2040,33,Hai Phong,19300000,2675656,7273846,2635551,2256151,1134613,3324180,Cân bằng,50000000,20
2041,24,Da Nang,10100000,2505000,2646169,1076269,983762,714166,2174631,An toàn,200000000,27
2042,34,Hai Phong,20000000,3405068,6780070,3135264,2883700,1070390,2725505,An toàn,150000000,43
2043,33,Can Tho,18100000,1898700,6027750,2975991,3141719,2121235,1934602,An toàn,300000000,18
2044,26,Hai Phong,12000000,1960078,4069343,1661370,1849231,1239700,1220275,Tăng trưởng,50000000,29
2045,31,Hanoi,15700000,3241420,5560877,2300202,2430400,1185882,981216,An toàn,20000000,55
2046,28,Can Tho,14300000,2101339,5335626,1263711,1594327,1671722,2333273,Cân bằng,100000000,31
2047,24,Hai Phong,10000000,1868941,2450187,1615732,1522993,771622,1770522,An toàn,300000000,29
2048,20,Hai Phong,7300000,1633580,1825205,933710,361086,301389,2245026,An toàn,200000000,11
2049,28,Hai Phong,13000000,1893081,5381957,2044052,1184665,1535575,960667,Tăng trưởng,100000000,37
2050,24,Hanoi,10300000,2105798,3389936,1614264,1299968,1179524,710507,Cân bằng,300000000,60
2051,24,Hanoi,11300000,2466216,3443670,1362202,1108044,1243856,1676010,Tăng trưởng,200000000,58
2052,18,Da Nang,6000000,1241500,1458997,909451,660727,504661,1224661,Tăng trưởng,200000000,11
2053,34,Can Tho,18300000,2781748,6993388,2417457,1441891,1382514,3283000,Tăng trưởng,200000000,9
2054,22,Hai Phong,9100000,1911116,3096934,1175771,376494,479027,2060655,Cân bằng,150000000,7
2055,26,Hai Phong,13500000,2324519,3508338,1456849,1687718,763173,3759399,An toàn,200000000,34
2056,24,Hanoi,9900000,2928785,3460877,1242084,777168,840314,650769,Tăng trưởng,100000000,21
2057,24,Ho Chi Minh City,10800000,3531397,3572867,1176756,1280242,672755,565980,Tăng trưởng,20000000,48
2058,19,Ho Chi Minh City,6900000,2264063,1929737,924996,268549,382820,1129831,Tăng trưởng,300000000,28
2059,28,Da Nang,15300000,2315293,5356272,2204988,2583526,720721,2119196,Tăng trưởng,300000000,13
2060,30,Ho Chi Minh City,16800000,4497254,4514020,1679906,1067383,810853,4230580,Cân bằng,150000000,20
2061,33,Hai Phong,16800000,3099500,5385124,1903848,2700248,1258820,2452457,Tăng trưởng,300000000,20
2062,34,Hai Phong,16400000,2371464,6954645,2681746,2533541,1466518,392083,Cân bằng,150000000,15
2063,29,Hai Phong,16100000,2419076,4734969,1976032,868748,1737042,4364130,Cân bằng,150000000,50
2064,19,Hanoi,6700000,1979918,1937086,804685,846161,561537,570610,Tăng trưởng,100000000,8
2065,21,Can Tho,8400000,1264263,3344465,1375608,1415435,437650,562576,Tăng trưởng,100000000,11
2066,25,Hai Phong,12500000,2617475,4388484,1310799,1635227,1371743,1176268,Tăng trưởng,300000000,34
2067,34,Hai Phong,19900000,3791538,7161812,1743340,1201506,912111,5089691,Cân bằng,20000000,29
2068,18,Hanoi,6000000,1763913,1384660,820208,713071,546314,771830,An toàn,50000000,49
2069,23,Can Tho,10100000,1678840,3610903,1250728,829654,684906,2044966,An toàn,150000000,51
2070,29,Hai Phong,13200000,2246915,4767972,1350849,990881,1231403,2611976,An toàn,300000000,26
2071,25,Da Nang,11200000,2401917,2851249,1613436,1460019,1296505,1576871,Cân bằng,100000000,34
2072,32,Ho Chi Minh City,16400000,5419888,3744316,2163630,650134,727174,3694854,Tăng trưởng,150000000,55
2073,33,Hanoi,18100000,5035923,6223840,2331459,1188879,1421937,1897958,Cân bằng,300000000,53
2074,32,Da Nang,18700000,3816948,5282866,2019541,1458847,939159,5182634,Cân bằng,20000000,50
2075,30,Hai Phong,16700000,2358410,5218657,1648225,2306299,1771675,3396731,Tăng trưởng,100000000,14
2076,34,Can Tho,19800000,3072861,6376163,2784293,1524857,2273664,3768159,An toàn,200000000,24
2077,19,Hai Phong,6900000,1266890,1972665,884029,618014,623449,1534950,Tăng trưởng,300000000,21
2078,30,Ho Chi Minh City,16400000,4868398,3761412,1389394,1269673,1491068,3620051,Cân bằng,200000000,55
2079,18,Da Nang,6000000,1344237,2183753,562212,425593,375400,1108802,An toàn,200000000,51
2080,19,Hanoi,6700000,1853367,2340757,608125,295182,719284,883282,Tăng trưởng,20000000,38
2081,28,Can Tho,12500000,1412738,4195373,1157058,2002918,565961,3165948,Cân bằng,300000000,60
2082,19,Ho Chi Minh City,6900000,2290519,1505251,690910,246406,604588,1562324,Tăng trưởng,300000000,11
2083,33,Hanoi,17100000,4800121,5849452,1541081,1542756,1569186,1797401,Tăng trưởng,50000000,26
2084,22,Ho Chi Minh City,9000000,2846244,2605908,877075,738380,898850,1033540,Tăng trưởng,50000000,47
2085,30,Can Tho,14400000,2419395,4800357,2059108,700562,851618,3568958,Cân bằng,300000000,8
2086,34,Da Nang,18800000,2897715,5518171,2830481,3083351,1198306,3271973,Tăng trưởng,200000000,44
2087,28,Ho Chi Minh City,13300000,4452850,4238653,1312424,941346,1073540,1281184,An toàn,150000000,14
2088,21,Can Tho,8800000,1699137,3499797,1318804,598227,1024700,659332,Cân bằng,20000000,6
2089,25,Can Tho,11100000,1262752,3537246,1555075,1715846,597523,2431555,Tăng trưởng,150000000,11
2090,26,Ho Chi Minh City,12000000,3392479,3776524,1071999,1576390,486349,1696257,Cân bằng,50000000,11
2091,28,Can Tho,14100000,1413509,5570731,1936038,1866583,975582,2337554,An toàn,50000000,46
2092,34,Da Nang,16700000,2869205,6122779,1576763,749320,1691166,3690763,Tăng trưởng,50000000,15
2093,29,Hai Phong,16300000,2246598,4957224,1704478,1276104,1137734,4977859,An toàn,300000000,33
2094,23,Hai Phong,9800000,1849243,3404157,1586112,1422723,837609,700153,An toàn,50000000,39
2095,26,Da Nang,13600000,3268573,4222964,1684555,918070,1354673,2151163,An toàn,100000000,14
2096,27,Da Nang,12000000,2865971,3100290,1789151,1508228,457175,2279182,Tăng trưởng,200000000,26
2097,30,Ho Chi Minh City,16700000,5264087,5343055,2037532,2137565,1683480,234277,Tăng trưởng,50000000,56
2098,20,Da Nang,7700000,1215428,2288227,873538,855081,700115,1767608,Cân bằng,100000000,14
2099,30,Can Tho,16900000,1938843,6097269,2585094,1414738,1840399,3023655,Tăng trưởng,50000000,25
2100,18,Da Nang,6000000,957066,2054682,638465,551308,550487,1247988,Tăng trưởng,20000000,50
2101,24,Da Nang,11500000,2706408,3129503,1589821,1168592,1152499,1753173,Tăng trưởng,20000000,25
2102,26,Can Tho,13700000,1604897,4540505,2190175,809400,1168395,3386625,Cân bằng,50000000,14
2103,20,Can Tho,7600000,806641,2939093,1244837,1274794,955702,378930,Cân bằng,100000000,38
2104,22,Ho Chi Minh City,8700000,2950634,2629008,822887,870953,643359,783155,Tăng trưởng,100000000,15
2105,20,Hai Phong,7500000,1551715,2747001,725698,553911,417460,1504213,An toàn,150000000,48
2106,20,Da Nang,7500000,1678763,1754282,731810,407681,720258,2207203,An toàn,50000000,56
2107,32,Can Tho,15600000,2742996,6018007,1289617,1506944,1028122,3014311,Tăng trưởng,150000000,23
2108,35,Hanoi,21500000,5003833,6143504,1668296,2804868,1618369,4261127,Cân bằng,100000000,46
2109,29,Hai Phong,14900000,3062295,4864411,1383565,1069109,754784,3765834,An toàn,20000000,30
2110,23,Can Tho,9600000,1023153,3522577,1049861,454445,1060620,2489341,An toàn,150000000,6
2111,19,Hai Phong,6800000,1493724,2171620,627087,1050175,410927,1046463,Cân bằng,200000000,15
2112,24,Can Tho,11100000,2022284,3941933,1019466,738392,777076,2600845,Cân bằng,50000000,45
2113,31,Hai Phong,15900000,3395010,4137256,2323842,1558994,1210866,3274028,Tăng trưởng,150000000,35
2114,24,Da Nang,11300000,2568738,3057399,1208334,1542149,627351,2296026,An toàn,200000000,51
2115,26,Da Nang,13200000,2727949,4805411,1930113,1210764,1099410,1426350,Tăng trưởng,200000000,22
2116,25,Hanoi,12200000,2780108,3193423,1088826,1367185,1317890,2452564,Tăng trưởng,100000000,14
2117,35,Ho Chi Minh City,18100000,5120769,5715859,1726283,2589119,1835899,1112068,Tăng trưởng,50000000,59
2118,34,Hanoi,18000000,5153162,5542640,2537965,1572788,1710788,1482653,Cân bằng,20000000,19
2119,25,Hai Phong,12600000,2854476,4279282,1604269,740698,1278250,1843023,An toàn,100000000,32
2120,27,Hanoi,13800000,3164035,4724038,1993723,1859201,540441,1518559,Tăng trưởng,150000000,38
2121,27,Da Nang,12400000,1892373,3832560,1263507,1661897,1566089,2183572,An toàn,100000000,56
2122,18,Ho Chi Minh City,6000000,1764709,1744621,768558,660907,281557,779644,Cân bằng,300000000,44
2123,29,Hanoi,15300000,3267314,3956222,1981189,1733286,913298,3448688,An toàn,150000000,51
2124,35,Can Tho,19300000,1966289,8240782,2659454,2305247,2159633,1968591,An toàn,150000000,60
2125,26,Hai Phong,12300000,1928649,5024543,1069439,1730479,1002664,1544223,Tăng trưởng,50000000,60
2126,21,Da Nang,7900000,1941997,2912529,684821,303574,372327,1684749,An toàn,50000000,28
2127,24,Da Nang,11400000,1953457,3363668,1485977,1279563,1226679,2090653,Cân bằng,100000000,19
2128,26,Da Nang,13000000,3005653,3640351,1899996,1461818,1283719,1708460,An toàn,150000000,10
2129,19,Da Nang,6800000,1622145,1835198,872781,678167,632583,1159123,Cân bằng,50000000,17
2130,28,Ho Chi Minh City,15100000,4486644,4351329,1942667,1647534,710700,1961124,Cân bằng,50000000,15
2131,30,Can Tho,14600000,2884569,5292600,1367845,1404116,1257148,2393719,Cân bằng,50000000,50
2132,28,Hanoi,14500000,3862857,5159372,1347758,1311230,1527714,1291067,An toàn,20000000,17
2133,27,Da Nang,11900000,2881930,3207121,1198309,675429,696057,3241150,Cân bằng,300000000,9
2134,19,Hanoi,6800000,2024678,1661675,842437,619161,380706,1271341,Tăng trưởng,150000000,52
2135,34,Hai Phong,20300000,3224191,8536086,2694539,2277314,981610,2586256,Cân bằng,20000000,55
2136,23,Da Nang,10500000,2045528,3953825,959472,999952,806337,1734882,Cân bằng,200000000,43
2137,29,Hanoi,14300000,3495300,5157381,1417794,1435738,1311867,1481918,Cân bằng,150000000,12
2138,35,Ho Chi Minh City,17600000,5731640,5008258,1381627,1905867,1389189,2183416,Tăng trưởng,20000000,34
2139,31,Da Nang,16700000,2520841,4719136,1661543,944323,1500718,5353436,Cân bằng,300000000,20
2140,24,Hai Phong,11700000,2654393,3468930,976918,1507108,723115,2369534,An toàn,150000000,42
2141,32,Da Nang,15200000,3214969,4662183,1262031,2053828,1247520,2759466,Cân bằng,200000000,14
2142,23,Hai Phong,9300000,2089636,3071027,796259,739192,368504,2235379,Tăng trưởng,300000000,19
2143,22,Can Tho,9500000,1168620,2765100,1308866,911881,941604,2403927,Cân bằng,100000000,19
2144,26,Hai Phong,12000000,1619625,3870305,1523576,645383,1341203,2999906,An toàn,50000000,33
2145,21,Da Nang,8900000,1730278,2458140,830903,1260445,667024,1953208,Tăng trưởng,20000000,28
2146,25,Can Tho,12600000,2258180,4692013,1619240,1130905,529445,2370214,An toàn,20000000,12
2147,29,Hanoi,13100000,3120784,3681639,1769106,1874721,545426,2108320,Cân bằng,50000000,33
2148,27,Hai Phong,13400000,2591822,4084512,2010829,2144113,1116135,1452587,Tăng trưởng,200000000,39
2149,18,Hai Phong,6000000,1119510,1839661,561000,244397,350250,1885179,Tăng trưởng,300000000,12
2150,26,Hanoi,12700000,3291589,3068854,1765431,1833790,1022139,1718194,An toàn,20000000,19
2151,27,Da Nang,12100000,2596399,4120053,1695451,953896,599010,2135189,Cân bằng,300000000,58
2152,25,Ho Chi Minh City,11900000,3285673,2872302,977650,1102776,996249,2665346,An toàn,300000000,52
2153,23,Ho Chi Minh City,10200000,3093256,2530762,945947,1262412,565473,1802147,An toàn,150000000,11
2154,19,Hanoi,6700000,1535640,1753844,576075,611320,301548,1921570,Cân bằng,100000000,51
2155,22,Hanoi,9800000,2701360,2306478,904473,930952,683586,2273148,Cân bằng,200000000,45
2156,35,Ho Chi Minh City,19900000,6870942,6446143,1574207,1850246,1054328,2104132,Cân bằng,100000000,54
2157,34,Can Tho,18300000,3570066,5392090,2877762,1298218,1939733,3222128,Tăng trưởng,150000000,43
2158,35,Hanoi,18200000,5299309,5955428,2016738,1863522,1552144,1512858,Cân bằng,150000000,39
2159,33,Hai Phong,16500000,2969173,5830341,2608076,1608299,1605334,1878774,Tăng trưởng,100000000,45
2160,22,Can Tho,9500000,1759918,2705700,1220061,575853,483723,2754743,Tăng trưởng,50000000,35
2161,20,Hanoi,7700000,1680071,2944871,869976,443523,832649,928907,An toàn,150000000,48
2162,22,Hai Phong,9300000,1847960,3573230,827954,1425059,434916,1190878,Tăng trưởng,50000000,52
2163,33,Ho Chi Minh City,18400000,4954190,5029928,1516408,2100579,1178037,3620855,An toàn,300000000,10
2164,26,Da Nang,12700000,2070776,4820415,1635420,1702719,631515,1839152,Tăng trưởng,300000000,7
2165,19,Ho Chi Minh City,6800000,2065681,2112290,735664,594539,439132,852691,Cân bằng,300000000,35
2166,31,Hai Phong,16100000,3140333,5888370,1622926,1280640,1683665,2484063,An toàn,50000000,26
2167,29,Can Tho,16300000,2710250,5995060,1680770,1521503,1804880,2587535,An toàn,100000000,38
2168,18,Can Tho,6000000,909149,2397762,898384,723051,514656,556995,Tăng trưởng,300000000,15
2169,31,Da Nang,15000000,3144993,5215140,1452088,2094765,960561,2132449,Cân bằng,200000000,33
2170,23,Ho Chi Minh City,10200000,3518844,2901785,1065826,793010,826061,1094472,An toàn,150000000,34
2171,22,Hai Phong,9400000,1796205,2359316,1051653,550462,516981,3125379,Tăng trưởng,300000000,52
2172,22,Hanoi,8700000,2217709,2686080,1051457,1015859,532008,1196884,Tăng trưởng,20000000,58
2173,31,Da Nang,15500000,3092761,5894657,1831859,1062645,1543843,2074232,An toàn,300000000,59
2174,18,Ho Chi Minh City,6000000,1831367,1862373,698048,293624,422817,891767,Tăng trưởng,300000000,39
2175,19,Da Nang,7000000,1457876,2145656,746760,777023,574369,1298313,Tăng trưởng,200000000,8
2176,18,Hai Phong,6000000,1075064,1726962,714910,669320,580041,1233700,Cân bằng,20000000,13
2177,21,Da Nang,8100000,1888437,2347881,755891,1077677,687237,1342874,Cân bằng,100000000,20
2178,24,Da Nang,11200000,2258383,2689947,961880,1673679,544923,3071185,Tăng trưởng,100000000,13
2179,27,Hai Phong,14300000,1924461,5934944,1638621,1527127,1047740,2227104,Cân bằng,100000000,32
2180,23,Ho Chi Minh City,10300000,2953535,2831617,753605,544112,935996,2281131,Cân bằng,200000000,58
2181,34,Hanoi,16200000,3823340,3783929,1370603,1042769,806641,5372715,An toàn,20000000,60
2182,25,Hanoi,12400000,2504450,3096363,1599577,1482520,725553,2991533,Cân bằng,200000000,21
2183,33,Ho Chi Minh City,18400000,5350535,4285692,1675067,1601628,662417,4824659,An toàn,200000000,20
2184,24,Ho Chi Minh City,10300000,3527719,2877151,1058883,943311,831268,1061666,Tăng trưởng,50000000,29
2185,35,Ho Chi Minh City,19300000,5966491,5945895,1746100,1011448,1682483,2947579,Cân bằng,150000000,45
2186,21,Hai Phong,8100000,1230807,2096654,1333201,1132006,412001,1895329,An toàn,50000000,9
2187,26,Hai Phong,11500000,2617101,2936576,1281128,1304089,742889,2618214,Tăng trưởng,150000000,20
2188,23,Ho Chi Minh City,9800000,3163901,2756374,924775,1033186,882230,1039532,Tăng trưởng,100000000,39
2189,34,Can Tho,20300000,2470015,8246994,3372977,3266424,2118117,825470,Cân bằng,50000000,53
2190,21,Da Nang,8400000,2016095,2790128,1002207,592884,873672,1125011,Cân bằng,20000000,21
2191,33,Ho Chi Minh City,19600000,5000406,4701260,2336589,2878037,1248230,3435476,Cân bằng,300000000,35
2192,35,Da Nang,17400000,3439102,6865850,2299360,2465365,1286208,1044112,Cân bằng,50000000,16
2193,30,Ho Chi Minh City,15400000,4136093,4342481,2054602,1355676,1194218,2316928,Cân bằng,300000000,31
2194,18,Hanoi,6000000,1255687,1652726,490540,684293,257859,1658893,Tăng trưởng,150000000,57
2195,23,Da Nang,9600000,1833071,2992197,1064056,717379,409488,2583804,Tăng trưởng,150000000,44
2196,31,Hanoi,18000000,4221564,6022547,2641363,990015,2050854,2073653,Cân bằng,100000000,10
2197,29,Hanoi,14500000,3158979,4570481,2226954,1344680,796900,2402003,Tăng trưởng,100000000,24
2198,32,Can Tho,17200000,2235460,4896135,1844407,1312478,1164726,5746792,An toàn,200000000,18
2199,26,Ho Chi Minh City,13600000,4539861,2852263,1722387,494426,1067395,2923664,Cân bằng,300000000,58
2200,23,Hanoi,10300000,2094850,3199050,1091537,1475191,570331,1869038,An toàn,50000000,11
2201,25,Ho Chi Minh City,12100000,4197774,2474263,1474093,1534698,896660,1522509,Cân bằng,300000000,36
2202,32,Hanoi,16900000,4955802,5281624,1878041,1272019,844283,2668228,Tăng trưởng,50000000,41
2203,18,Hanoi,6000000,1303214,2129321,772353,641059,698373,455677,Tăng trưởng,200000000,21
2204,23,Da Nang,9800000,2217371,3301044,1062074,643486,460558,2115464,Tăng trưởng,100000000,35
2205,24,Can Tho,10300000,1420978,2666911,1297071,686954,911688,3316395,An toàn,100000000,59
2206,33,Hai Phong,16500000,2620688,4844137,2146901,1923957,988310,3976004,An toàn,150000000,20
2207,18,Hanoi,6000000,1518027,1726922,877554,276144,387197,1214152,Cân bằng,20000000,6
2208,26,Hanoi,13500000,2775325,3816103,1850223,1440196,571646,3046503,Tăng trưởng,200000000,58
2209,30,Da Nang,14600000,3035268,4567525,1994201,664889,1606642,2731472,An toàn,150000000,57
2210,18,Hanoi,6000000,1321425,1496187,896217,870985,329310,1085872,Tăng trưởng,300000000,45
2211,25,Da Nang,10600000,2478867,3890725,1533178,865005,1038707,793515,Tăng trưởng,20000000,41
2212,24,Da Nang,10700000,1715961,3792054,1473273,1074942,1321718,1322048,An toàn,300000000,29
2213,18,Can Tho,6000000,1074353,1788448,634622,397862,398903,1705810,Tăng trưởng,50000000,56
2214,27,Ho Chi Minh City,12200000,3915355,2713441,967631,1078002,1003489,2522079,An toàn,50000000,28
2215,21,Ho Chi Minh City,8100000,2690425,2157597,926155,575558,354532,1395731,Cân bằng,150000000,10
2216,19,Da Nang,6900000,1041984,2399981,894457,1096625,433246,1033705,Tăng trưởng,150000000,40
2217,23,Hai Phong,10200000,2176713,3854672,1172041,1235767,1003953,756851,Cân bằng,300000000,55
2218,21,Da Nang,8400000,1439298,2380520,1233241,1054169,806858,1485909,Tăng trưởng,150000000,17
2219,23,Hanoi,9400000,2748842,2442689,1060853,760022,410524,1977066,An toàn,20000000,36
2220,27,Hai Phong,14000000,2024273,4663935,2386583,1801328,733796,2390082,Tăng trưởng,200000000,42
2221,32,Hai Phong,16500000,3720739,4592778,1940031,1843588,642125,3760736,Tăng trưởng,50000000,15
2222,21,Hai Phong,8500000,1388640,2897214,1364586,1239063,439391,1171102,Tăng trưởng,200000000,45
2223,30,Da Nang,15200000,3530078,4271806,1176354,1423369,641037,4157353,Cân bằng,200000000,58
2224,34,Hanoi,16800000,3650793,5061648,1449992,1182060,1200541,4254963,Cân bằng,200000000,6
2225,22,Hai Phong,9000000,1866347,3418610,771805,1365526,658639,919070,An toàn,100000000,59
2226,18,Hai Phong,6000000,1327924,2092570,802939,624400,303583,848581,Tăng trưởng,300000000,30
2227,25,Hanoi,11700000,2588607,2785923,1152812,579911,995069,3597676,An toàn,300000000,36
2228,22,Can Tho,9200000,1391174,2730894,1417985,1202366,936862,1520716,Tăng trưởng,100000000,41
2229,34,Hanoi,16800000,4087922,5982189,1974560,1037101,1553506,2164719,Cân bằng,150000000,35
